argument;score;readability
I actually have 3 pairs of these trainers.  They are very comfortable, there is a neoprene sleeve that goes around your ankle that makes them the most comfortable for me compared to normal athletic shoes.  They run a little narrow - for me this is perfect, but you may want to round up on the size or try on in the store first if your feet are on the wider side.;5;8.060805577072038
Just too big otherwise I liked them!;4;8.657574416288591
Comfortable shoe.  I would buy again;4;8.327085869204382
Light weight and comfortable.;4;7.254260263361735
Fit my size perfectly and very comfortable!;5;6.78527166094943
Love these shoes! Needed new running shoes and these are perfect. Light weight and fit great!;5;9.044894138910404
Purchased these for our teenage daughter. She loves them. For both casual wear and sports.;5;8.58017041053447
Love these shoes, I have worn them all day and found them really comfortable with no aching feet at the end of the day. Fantastic colour and true to size. I also bought  Nike Women's Flex Supreme Tr 3 Pnk Pw/Mtllc Slvr/Cl Gry/White Training Shoe and these shoes are slightly more comfortable than those even though they look very similar.;5;8.05755389878647
Super light weight comfortable! Kick box in these and run too. Good support!;5;8.438350314802676
"i bought a pair from DSW for 50$ and they are very comfortable but i bought a size 6.5 when I normally where a size 7.  and even the 6.5 feels a little roomy.  I have wide flat feet btw.  im not sure if I will keep them even though i love their look and comfort.  I've been having feet problems while taking a gym class and I think they won't give me enough support when running.  they're great for wearing at home or gym and doing exercises in one place- extremely light weight and flexible, but i don't know if they'll last long if you use them everywhere else.  :(  i really like them but i cant just buy 2 different shoes.
also, i really like the strings inside the lining on the side of the shoes to adjust and make the shoe fit snug. it makes me feel secure :D";4;8.746656338755486
Not a lot of arch support but really lightweight.;4;8.058869093725793
EXCELLENT;5;3.2765298218435324
Good for non-aerobic workout. Mesh was very comfortable but no support for lateral movrment.;3;7.171281951975212
Favorite Nikes ever. I already owned this style and was ready for a new pair so I went with these. Love the color and they fit great.;5;8.632729796023755
Light-weight comfy shoes.;4;8.8925251742835
Tried a lot of shoes for cross training and these were the best!;5;9.10582136685932
Wish they had a little more support/cushion, but I love everything else about them!;4;7.96862896979086
These are as far as comfort goes the most comfortable pair of sneakers I have I suffer from sciatica pain that goes into my feet I have difficulty finding the proper support and comfort in shoes I would recommend these most definitely.;5;6.579589465530597
After my purchased I found out they are overpriced. They feel good but I will not recommended if you need Wide fit.;3;8.389156866887308
I bought a pair of these in my size, but they are too small. I can get my feet in them but not comfortably. It's too bad because I can tell the soles are comfortable. Of course, now I've work them to work so I can't return them.;3;8.782823392718823
Love them!  Very comfortable and great for weight training!;5;8.361735089078234
Took other reviewers advice and went up half size and it was too large. I thought this was a more sock-like fit but it had a tongue that came up high on my ankle not at all sock like. Nice looking and very light weight with a rounded square toe that left plenty of room front foot and toes. These just weren't what I was looking for.;3;8.85243313436916
Really comfortable and very cute.;5;5.740511231603408
These shoes are great.  This is the second pair that I have purchased and I love them.;5;9.333075135553834
Fit to size. Comfortable;5;7.33288148721921
Picky daughter actually loves them.;5;6.395817195972114
Fit like a dream! Great for cross-training/HITT videos I do everyday. Great for walking too. Look amazing!;5;8.475032104855478
Most comfortable training shoes I've worn in a long time.;5;8.165182029434547
I bought these sneakers for boot camp class.  They are very light weight and different than other sneakers that I have owned.  Have only used them a few times, but like them so far.;4;8.942099147947326
I got a hot spot on the bottom of my foot the first day I wore them.;3;9.00788262632706
Still breaking them in for use at the gym.  I think once I get used to them, they'll work great!  :);4;9.729555430368752
Not a fan. Shoes looked great but too narrow for most feet.;3;9.359992254066613
I love these shoes. I exercise in them as well as just take them on longer walks. Feels good, looks GREAT!!;5;9.281675334734977
fits perfect;5;8.15201394268009
Very comfortable shoes. I have wide feet with falling arches. These help both and are comfortable enough that I can be in them all day long.;5;8.268004329778147
"Unfortunately, this Flex Supreme does NOT have enough support over the toe and ankle are for my requirements.
Returning for credit.  Thanks anyway.";1;7.837516137361217
After using this shoes seven times for regular activities like walking or dancing the sole came out. I am very disappointed. I don't recommend this product at all. The worse part is that I can not return this item because the return window closed 4 days ago.;1;8.012732378001548
Fit like gloves to my feet! Perfect for workouts.;5;8.963884585592563
"I've worn these to work out for 5 days in a row now. Initially, my arches ached but over time the discomfort subsided entirely. I've done everything from bootcamps, resistance training, running and Zumba. So yeah.., they are truly crosstrainers ;-)";4;7.755615801704105
I liked these shoes a lot. Very light weight. I didn't give a 5 because the color was a little lighter than I thought it was going to be but still a great shoe. Very comfortable;4;8.695972114639813
Love them !!!;5;9.790278853601857
I love these shoes! Great arch support and perfect for cardio.;5;8.759092669530313
I workout at the local crossfit and find that these shoes help give me good support  with my endurance workouts.;5;8.107225849286266
These shoes look really great. However, slightly loose. The problems with lack of support arose when I exercised. It feels like there is little to no support in them. Possibly this is a shoe more geared for an office environment or short walking distances.;3;7.884701781564678
These are my favorite walk around shoes! I can wear them all day and not be in pain! Love em!;5;9.115349857991221
"Favorite training and walking-around sneakers.
They look good with just about anything, and are comfortable for most situations.
With the exception of running (for which I use proper Mizuno running sneakers with an arch-support insole), these sneakers are my go-to.
If I could, I'd take away a 1/2 star for arch support - I have a slightly wider front of the foot and arches that are a little on the high side, so I do look for a good under the foot fit. I could probably tie the laces differently or put in an insole(they're pretty expensive), but as is, when I did a zumba class in these, my arch began to twinge :(
However, this is overall an awesome shoe that I will continue to stick with for going out, day to day walking, and for training and gym use (with the exception of running and zumba (although hip-hop was fine). The shoes have a great flexibility to them and don't look ""dirty"" easily. My previous pair of flex supreme TR 3s have lasted for a good 2 years and are just now on the verge of being worn out. This is the optimal sneaker that is flexible in more ways than one: from pointing you toes to leg-pressing, from gym use to shopping to adding a sporty edge to a dressy night out, the flex has it all.";5;7.8662364099713935
"Love these! I have 3 pairs...they're so comfortable - I'm on my feet all day & my feet actually don't hurt at the end of the day when I wear these :)
I've learned to get these 1/2 size smaller....I'm normally a size 7 and the 6 1/2 fit perfectly";5;8.652401239349341
Great shoes. Lightweight and comfortable;5;7.149399690162664
BEST. SHOES. EVER.  I bought two pairs in different colors- black n' white and the pink and white...  They have AWESOME support for whatever you use them for.. I have one for work and the other for training/running/etc in...;5;8.901388713754736
These sneakers give me the motivation to workout because they feel so good and are great for any training;5;7.742406946879203
"I LOVE the look and comfort of these shoes for style and lifting weights. Super cute and flezable. BUT for running, absolutely not!! It might just be my pronation/supnation and these shoes just do not work for my personal stride. I run about 2-4 miles every few days. Average of 8 miles a week and then sprints twice a week on a treadmill. Just after running with these 3 times, I am having major back issues that I have never had before.

MY STATS and other shoes:
I road and trail run. I run on my tip toes on the treadmill and a lot of heal on the road. I am 5'6 169lbs with more muscle than an average runner. Built more like a sprinter than a marathon runner.
I LOVE Nike FLEX bottoms. They really give me support and flex needed. I have also used Asics and Puma.";3;8.646927826126579
Size 5. Very comfortable shoes. Love!;5;8.15201394268009
I bought a wide size of these at a local store and they are amazing!  Soft, comfy, with moderate support.  Not a cloud to walk on, but not minimalist.  The wide size is perfect for my wide feet with high arches.  The shoe tends to run about a half size long though, especially for Nike.  I am working on getting in shape, and these shoes feel good all day... No rubbing on my big toe joint or pinkie toe or heel.  Very pleased.;5;8.916160334293595
I always buy the same size this ones came to large;3;9.1386169988029
Nice shoes, fit good;5;9.711657629744384
I bought these for my wife. She saw them in the store but did not have their size so i ordered on amazon. She loves them . She already had for a couple of months and no complains at all. One of her favorites shoes for running or for her job since she walks a lot in the warehouse. Now she loves me more. :);5;8.891003651654309
Love these shoes. My feet have been weird since I was pregnant and my old shoes were uncomfortable. These are very comfy and help me get active. They are also stylish and go with anything.;5;8.401550569879385
Look better than the picture, very comfortable, great support.;5;6.966692486444617
Love my new Nike's.  It's been years since I've been able to wear them (sizing changed years ago and I just couldn't wear them any more) but now the new styles and sizing are perfect.  Lightweight shoe with tons of style.  The Fog color is just what I was looking for...not black and not neon!  I wore them to participate in Relay for Life (24 hour walk) and they held up great!;5;8.880545635619221
I am so happy with this purchase. I feel like I'm barely wearing a sneaker when working out. Another plus is that when I take off my sneaker, my sock is barely sweaty! I have never had that experience with a shoe. The shoe is also very attractive and flattering and looks nice on my feet.;5;8.19992254066615
Absolutely love them. Can even wear them without my insoles.;5;7.378776142525174
Super cute shoe however runs wide and big, I'm a size 10 however this size 10 is too big. I went to a sporting goods store and tried the same shoe on  turns out with this particular shoe I'm a 9.5, so order half the size u normally are.;3;8.361890007745934
Wore these for the first time hiking the bluffs. Not the best traction on well worn rocks, but super comfy. No blisters, no achilles pain like with other shoes. Will continue to purchase Nike shoes, because my feet love them for all activities! ( except my home workouts, they drag pretty hard on the carpet);5;8.230815904983215
"A-MA-ZING!  I needed a good jogging shoe and these make me feel like ""Forest Gump"".  I felt like I was running on a cloud.  I have narrow feet and these fit perfectly.  I am so happy that I am going to purchase another two pair as back-ups for once it's time to replace them.  Highly recommend to women who like to walk or run and light a light weight, comfortable shoe.";5;8.729184438191048
Comfortable and lightweight. Need a good training shoe that's also supportive and flexible.  I really like the fit, but had to get 1/2 size larger as this style in my size is too perfect from heel to toe.;5;8.43371268545552
Excellent;5;3.2765298218435324
These shoes are awesome!  They are nearly weightless and feel great on my feet.  The first day I wore them I wore them ALL day on vacation.  I put them on the next day and did the same.  Besides the comfort, they are really a cool color!;5;9.082457739098736
Super cute!;5;8.15201394268009
perfect;5;6.553059643687065
"This is the most comfortable shoe I've ever had. No other shoe can compare to how the individual nubs on the bottom allow your foot to be cushioned, yet work like it's suppose to. My feet feel cradled in this shoe and hard surfaces don't make my feet ache anymore.

These shoes have a small amount of support, but not much, which I like as I'm coming from vibram five fingers. (Sorry vffs, I'm bailing after 2 years of shin splints, no matter what I did).

Highly recommended for walking/running on concrete or tracks. As long as nike continues to make the flex supreme, they will get my money. Please don't change this shoe!";5;8.229810299112197
I wear them for Zumba and my heel slips on turns. A little annoying because I have to pay attention but they are so cute and comfy, it balances out.;4;8.492835011618899
These run large. I wear a 9.5 exactly in every shoe, but these I bought a 9, and the toe area is pretty wide plus plenty long even with socks. Very comfy and very nice looking shoe. I love them but glad I was able to try them on before purchasing.;5;8.468250216430492
Perfect fit, very comfortable, and a great color. They also fit as expected.;5;7.597055055711136
Really comfy and nice color;5;7.05112316034082
"The picture makes the shoe look like it has a ""boxier"" toe rather than the ""pointier"" toe that it actually has. I have wider feet and generally need to buy a size or half size longer to get a comfortable width (in any brand of shoe). I was shooting for a rounder, broader toe design which is more comfortable for me, and I feel that the pictures of this shoe didn't accurately depict what I received, in that one detail. Otherwise, ""the shoe fits."" So I am wearing it.";4;8.027907988755342
These are the most comfortable shoes I've used for working out. Extremely light weight and flexible. Loved them so much I purchased two more pair in different colors.;5;8.097773966286745
Very comfortable and looks great!;5;7.05112316034082
Love this shoes so comfy and great very everyday use. Runs big;5;8.540859798605732
Nice looking and fit nice;4;9.01704105344694
"I am a recess aide and on my feet all day long. I tried these shoes on in the store before purchasing them on Amazon. They are very lightweight and comfortable. I was surprised how great they felt. I haven't had a pair of Nikes since Nike shoxs came out. They are so much more lightweight than those. I wore them an entire day the first day and had no problems. The second day; however, I got a pain in my hip to the point where I started limping. As soon as I got home and took them off, the pain was gone the rest of the evening. I'm only 30 by the way. Nothing else in my daily routine changed except wearing these shoes two days in a row. I don't understand why it would make my hip hurt since they are comfortable on my feet, but I'm sure that was the problem. I wore different shoes today and had no pain. I don't think as much as I am on my feet I will be able to wear them an extended amount of time. I will have to rotate wearing them every other day. For normal wear, I believe, people will be fine. I am literally walking or standing six hours a day straight.

**UPDATE: So, initially after wearing them, I had hip pain after wearing them. I don't know if they just needed to be broken in, but I wear them all the time now and have not experienced any pain since the first couple times of wearing them. They are comfortable, and I love them even more now.";4;8.505724329891642
Perfict fit for me. Great looking shoes at a great price.;5;9.056959016970636
The sneakers are very comfortable and fit to size.;5;7.694810224632067
I've had these shoes for about a week now and have so far enjoyed using them. Considering the fact that I have wide feet, the shoes are slightly tight. However, it doesn't feel uncomfortable nor does it bothers me as I use them throughout my workouts. I know some people personally like when the shoes are a bit tighter or a bit looser so it's all in personal preference.;5;8.051129474960428
I really like them!;4;8.073392718822618
Good light weight shoe...had to add insole for more support.;4;8.84075065136258
I love my tennis shoes;5;9.01704105344694
This is a shoe I will wear with black dress pants or jeans when I need comfort and a little style, but I am not impressed.  This is a very flimsy shoe with little support at all.  Not like any Nike I've ever purchased in the past.  It looks nice, but it's not comfortable.;3;8.618928105507765
Love it!! Super comfortable and nice!! Got more than I expected, super flexible great for training. Definetly recommend it.;5;7.267889538913122
Excelente;5;3.2765298218435324
These shoes are poorly constructed and I don't expect them to last more that one summer.  Would not recommend, and will not order another Nike downshifter series again;2;7.717123187050934
"For the price I spent on the pair of shoes, I'd say it's as good as expected.
It's comfortable and doesn't hurt my feet when I run.";4;8.967494743830915
I love this shoes they are so comfortable;5;8.32571649883811
I absolutely LOVE these shoes. These are my absolute favorite. So light and comfortable. These are actually my 2nd pair. I am still wearing my 1st pair after 2 years and they look good still. I am just afraid they are going to disappear and I want a back up pair for when my 1st pair wears out. These have been the best shoes I've owned!;5;8.75359129638758
Perfect fit!;5;8.15201394268009
My favorite cross trainers!;5;7.254260263361735
Love them fit perfect;5;8.8925251742835
Favorite Nike shoe ever! The flex sole is excellent for someone like me who loves the free feeling of sandals or being barefoot. These move effortlessly with the bend of my foot. I've worn these for multiple activities and I've had no foot or ankle pain. The white/green/dark grey color goes with so many outfits and the mesh breathes perfectly on hot summer days. Highly recommend!;5;7.929667684269679
I wear these everyday to work, the gym, etc.;5;8.786986831913245
Love these shoes! Great fit, very light weight.;5;9.302091402013941
Super comfortable and fit my small feet perfectly. I have flat feet so a lot of shoes are not comfortable for long periods of time. I can wear the shoe all day long and they are super comfortable. They are light colored so any dirt will be seen right away, but they are easy to clean compared to other shoes Ive had. Would definitely buy another pair in a different color.;5;7.9831138652207585
Love these shoes!;5;9.750968241673121
