argument_id;chunk;topic;topic_prob;embedding;polarity_score
84;I bought these for gym training - weight class and dance class ( body jam , Zumba ) - and .;6;0.8661318590056413;[8.305469512939453, -0.3256446421146393, -2.400339365005493, 5.999095916748047, 3.712324857711792];0.0
84;went numb and cramped because the toe bed is very narrow;4;0.9493933675763012;[7.943142890930176, -2.0456702709198, -1.7692359685897827, 6.269251346588135, 3.764939308166504];-0.43
84;But when I worked out high impact , my toes tingled , .;4;1.0;[7.996525764465332, -2.085054636001587, -1.923561692237854, 6.344045639038086, 3.6363906860351562];0.16
84;Also , there was n't enough cushion for me .;-1;0.0;[8.744165420532227, -0.7940318584442139, -0.42676472663879395, 6.479671955108643, 4.497188568115234];0.0
84;When doing lunges , the ball of my feet hurt .;4;1.0;[7.871851444244385, -2.1328532695770264, -1.933998942375183, 6.220208168029785, 3.5942440032958984];0.0
84;Ca n't return them because I wore them several times .;26;1.0;[5.309817790985107, -1.5771970748901367, -0.4725933074951172, 5.879280090332031, 4.507018089294434];0.0
84;These might be fine for someone with a narrow foot .;12;1.0;[7.11335563659668, -2.6223292350769043, -1.0028899908065796, 5.156102180480957, 3.9535505771636963];0.10833333333333334
85;They fit perfect , extremely comfortable;1;0.8996870585618381;[6.6281962394714355, -2.0285279750823975, 0.5146732330322266, 4.893562316894531, 5.381680488586426];0.6
86;l love the colors !;10;1.0;[7.253721714019775, -0.5260465741157532, 0.061275042593479156, 5.2112202644348145, 6.433874607086182];0.625
86;No arch support but;20;1.0;[7.7214035987854, 0.45650234818458557, -0.4298621714115143, 5.918260097503662, 3.9949026107788086];0.0
87;Shoe was somewhat large;19;1.0;[7.383060455322266, -2.0343070030212402, -1.2587637901306152, 4.880712985992432, 4.85872745513916];0.21428571428571427
88;love them !;0;1.0;[4.66940450668335, 1.43124520778656, -0.850346565246582, 4.6508612632751465, 6.709807872772217];0.625
89;This is a great shoe for in gym workouts .;9;1.0;[8.319332122802734, -1.426466703414917, -2.809291124343872, 4.880570888519287, 4.813485145568848];0.8
89;had a blister on my pinky ,;4;0.8983140964760565;[7.8924126625061035, -1.9481374025344849, -1.9793381690979004, 6.455272197723389, 3.8454253673553467];0.0
89;other than that these are very comfortable shoes !;18;0.0;[8.129937171936035, -1.9942615032196045, -1.732519507408142, 4.967448711395264, 5.315286159515381];0.2625
89;I did take a 10 mile hike and but;15;0.46967804813761066;[8.439507484436035, -1.1621767282485962, -2.1003479957580566, 6.1424970626831055, 3.136307716369629];0.0
90;light;8;1.0;[8.072731018066406, 0.9992159008979797, 0.5851837396621704, 5.847070217132568, 5.525188446044922];0.4
90;Comfortable and;7;0.5618956597432152;[9.07458782196045, 0.08402220159769058, 0.8278840184211731, 6.940311431884766, 5.335480213165283];0.4
91;Purchased these for my wife as she has a similar pair that is wearing out .  ;13;0.4725787379784175;[6.041345119476318, -0.2335846871137619, -3.0563805103302, 5.1263933181762695, 5.8829731941223145];0.0
91;She has feet are difficult to fit and these fit perfectly without pressure on sensitive portions of her feet .;12;1.0;[7.057812213897705, -2.608645439147949, -0.9389955997467041, 5.278104305267334, 3.9326999187469482];0.28
92;I have pretty high arches and my calves always hurt at the gym with other shoes .;4;1.0;[7.856986045837402, -2.110546827316284, -1.956473469734192, 6.133813381195068, 3.648733139038086];0.09500000000000001
92;take gym classes , and lightly jog / run on the treadmill;15;1.0;[8.536039352416992, -0.7017448544502258, -2.5184295177459717, 6.206107139587402, 2.785065174102783];0.4
92;I have been on the hunt for a good cross trainer that I can use to lift , .;9;0.0;[8.721625328063965, -1.014025092124939, -2.8039052486419678, 5.078357219696045, 4.099076747894287];0.35
92;These have been wonderful !;0;0.5094475299325248;[5.4451704025268555, 0.6789714694023132, -0.6055163145065308, 4.74151611328125, 6.6424336433410645];1.0
92;they fit like a glove .;1;1.0;[6.299903392791748, -2.0536327362060547, 0.5129783749580383, 4.535398483276367, 5.575964450836182];0.4
92;I do n't ever have any pain in my calves or my feet when wearing these and;4;0.8576091714059642;[7.832807540893555, -1.813313603401184, -2.160677194595337, 6.2784104347229, 3.801276445388794];0.0
92;Highly recommend !;24;1.0;[4.752945423126221, 0.41787096858024597, -0.6179103255271912, 6.014007568359375, 5.536160469055176];0.2
93;Great shoes;22;1.0;[7.978643417358398, -1.487212061882019, -2.515526294708252, 4.054866790771484, 6.223484516143799];0.8
94;These were exactly what I expected .;27;0.0;[5.939554691314697, -0.43188488483428955, 0.0023072483018040657, 4.938162803649902, 5.980043411254883];0.075
95;Love love love;0;1.0;[4.682225704193115, 1.5540608167648315, -0.7044398784637451, 4.803510665893555, 6.748733043670654];0.5
96;these are bigger than usual .;2;0.0;[6.398828983306885, -2.291491746902466, -0.2836707532405853, 5.05767297744751, 4.070756912231445];-0.125
96;I always wear a womans 9 in Nikes but;17;0.0;[5.548964977264404, -2.976578712463379, -0.7562353014945984, 5.424858093261719, 3.673849582672119];0.0
96;The right one almost slips off my foot a bit .  ;18;0.0;[7.329174518585205, -2.050593376159668, -1.0647133588790894, 5.4682512283325195, 4.616654396057129];0.2857142857142857
96;They are really light and not as sturdy as what I was looking for but over all not bad .;3;0.4298956740125329;[8.535340309143066, 0.222486212849617, -0.3967031240463257, 6.06982421875, 5.045907020568848];0.375
97;These shoes are awesome ! !;25;0.41803883281735393;[7.73636531829834, -0.7178096771240234, -2.8161544799804688, 4.041660308837891, 6.418570518493652];1.0
98;been happy so far;5;0.668123212357317;[5.66642951965332, 0.019604653120040894, 0.10590872168540955, 5.904458522796631, 5.4510040283203125];0.45
98;this time my left shoe fit perfectly while the right shoe was too loose on my heal and;19;0.8898522920663606;[7.38571310043335, -1.9358057975769043, -1.3300167322158813, 5.52929162979126, 4.652196407318115];0.32175824175824175
98;when I tighten it more it was hurting side of my foot .;12;0.0;[7.680593490600586, -2.2778711318969727, -1.557546615600586, 5.9922380447387695, 3.8437445163726807];0.5
98;l always buy Nike shoes and , but;17;0.8733611391069048;[6.808465480804443, -1.597913384437561, -2.538383960723877, 4.836130142211914, 4.798850059509277];0.0
99;they have turned into my daily ones I go to !;0;0.9306535477669688;[4.806772708892822, 1.2845649719238281, -0.7378876209259033, 4.878988265991211, 6.459856986999512];0.0
99;Bought these as my back up shoes but;13;0.0;[7.050166130065918, -1.0248908996582031, -2.5451161861419678, 5.031985759735107, 5.512368679046631];0.0
99;my feet do n't hurt after long hours on my feet .;4;1.0;[8.124673843383789, -2.163949728012085, -1.9857972860336304, 6.286707401275635, 3.672696352005005];-0.05
99;So comfortable and;7;0.5760262339256804;[8.96756362915039, 0.11357080936431885, 0.6924952268600464, 6.743755340576172, 5.421681880950928];0.4
99;I own a cleaning business so I need my feet not to hurt in the middle of the day .;4;0.9990725030626902;[8.037346839904785, -2.2561628818511963, -1.9256749153137207, 6.101405620574951, 3.6900322437286377];0.3
100;Absolutely love these shoes and color ! !;25;1.0;[7.671043395996094, -0.5862340927124023, -2.904165744781494, 4.051318168640137, 6.522558689117432];0.78125
100;They are perfect for running !;6;0.8662689930781281;[8.803329467773438, -0.6804665923118591, -2.2078378200531006, 5.742064952850342, 3.72031831741333];1.0
100;I run roughly 4 miles 3x per week .;15;1.0;[8.584692001342773, -0.770991861820221, -2.427835702896118, 6.161081314086914, 2.8101820945739746];-0.1
100;This is my second or 3rd pair of this exact style .;16;1.0;[6.777987480163574, -0.6448796987533569, -2.431426763534546, 5.481536865234375, 5.530092239379883];0.08333333333333333
100;Fit is perfect !;1;1.0;[6.747434616088867, -1.476607084274292, 0.9829798340797424, 5.002084732055664, 5.977860927581787];0.7
101;Super comfy !;7;0.5760262339256804;[9.10885238647461, -0.15188992023468018, 0.5910572409629822, 6.946798801422119, 5.180046558380127];0.41666666666666663
102;fits perfectly;1;0.8461162415802042;[6.199008464813232, -1.5816751718521118, 0.8325816988945007, 4.782979965209961, 5.901092529296875];1.0
102;Ordered half a size larger than my usual shoe size and .;2;0.6365206828380439;[5.6967668533325195, -2.449350118637085, -0.4467307925224304, 5.539584636688232, 4.104174613952637];-0.13888888888888887
103;Fit well .;1;1.0;[6.359847545623779, -1.6806902885437012, 0.8303372859954834, 4.869349479675293, 5.782397270202637];0.4
104;The fit was perfect !;1;1.0;[6.693597316741943, -1.5252795219421387, 0.9909898042678833, 4.9857025146484375, 5.9493303298950195];0.7
104;I Highly recommend this shoe .;24;0.0;[8.172876358032227, -1.6941261291503906, -2.4005939960479736, 4.5588297843933105, 5.272369861602783];0.16
105;Obsessed with these shoes !;25;1.0;[7.651359558105469, -0.575063169002533, -2.8888466358184814, 4.050439834594727, 6.553081512451172];-0.625
105;I was looking for good all around sneakers ( running , walking , tennis , etc . );9;0.7228432777689625;[8.438769340515137, -1.3294824361801147, -2.583374500274658, 4.698134422302246, 4.366156101226807];0.7
105;and these more than fit the bill .;1;0.0;[5.957243919372559, -0.5182502865791321, 0.01684117503464222, 4.920893669128418, 5.852694988250732];0.45
105;it does n't !;7;0.0;[7.573233127593994, -0.7946641445159912, -0.065425805747509, 6.420360565185547, 4.792169570922852];0.0
105;"I was looking specifically for black nikes ( I love the fit ) with white soles ( good for court sports ) ; I was a little reluctant to purchase because I was n't sure whether the black on the soles would contact the ground , but";17;1.0;[7.214227199554443, -1.5303964614868164, -2.5047426223754883, 4.791640758514404, 4.959110736846924];0.19739583333333333
106;Cute shoe , fit as expected , and very comfortable .;22;0.0;[8.27226448059082, -1.985467553138733, -2.0303492546081543, 4.677989482879639, 5.483455657958984];0.33
107;On time , nice sneakers .;22;1.0;[7.983597755432129, -1.4947152137756348, -2.456878423690796, 3.930241346359253, 6.328882694244385];0.6
107;Fit as expected .;1;1.0;[6.218807220458984, -1.6399580240249634, 0.8172035813331604, 5.015087604522705, 5.583598613739014];0.15000000000000002
108;Perfect fit , as always .;1;0.980705693608112;[6.367162227630615, -1.3805519342422485, 1.0114938020706177, 4.944076061248779, 6.002121448516846];0.7
109;Great shoe , very comfortable;11;0.9065787461840146;[8.44782543182373, -2.0451786518096924, -2.157926559448242, 4.695779323577881, 5.399866104125977];0.66
110;Love these sneakers !;25;0.9967188543516478;[7.690946578979492, -0.6109585165977478, -2.886103391647339, 4.051946640014648, 6.494852542877197];0.625
110;Perfect fit and super light;1;0.0;[7.297992706298828, -1.1729539632797241, 0.7749678492546082, 5.258179664611816, 5.853094577789307];0.5333333333333333
111;These shoes fit like a glove !;1;0.959240111321096;[6.525003910064697, -2.117863416671753, 0.3754330277442932, 4.602674961090088, 5.533550262451172];0.5
111;very supportive;20;1.0;[7.453287601470947, 0.22311650216579437, -0.3798932433128357, 5.953836917877197, 4.175363540649414];0.65
111;Light but !;8;1.0;[8.08721923828125, 0.9555458426475525, 0.5831167697906494, 5.8065972328186035, 5.55418062210083];0.5
111;feel very light on my feet;4;0.9466717980506537;[8.20483684539795, -2.2310969829559326, -2.039703369140625, 6.184559345245361, 3.918384313583374];0.52
111;I have worn them several times and .;21;1.0;[7.518075466156006, -0.8144404888153076, -2.338557243347168, 6.316840171813965, 4.4634552001953125];0.0
112;Fit true to size;27;1.0;[6.144688606262207, -2.3513851165771484, 0.7070584893226624, 5.05437707901001, 4.976025581359863];0.375
113;Love the fit;1;1.0;[6.914999961853027, -1.3422136306762695, 0.8937967419624329, 5.053528308868408, 6.042802333831787];0.45
114;after 9 hours on my feet anyone 's feet would hurt abit;4;0.9101323622317222;[8.207849502563477, -2.0736935138702393, -2.036602020263672, 6.297508716583252, 3.681161642074585];0.0
114;Nike always makes a good shoe .. abit rough breaking them in but;17;0.9976496573735976;[7.343225955963135, -1.5034823417663574, -2.6961541175842285, 4.752203464508057, 5.019158363342285];0.3
115;Oops !;14;0.3247309838018598;[5.737271308898926, 0.3091534376144409, 0.6417220830917358, 6.016397476196289, 6.248998641967773];0.0
115;I returned these because I ordered wrong size !;26;0.7160990038998668;[5.44691801071167, -1.8732484579086304, -0.418937623500824, 5.666625022888184, 4.440121173858643];-0.625
116;Extremely comfortable sneaker !;11;1.0;[8.570596694946289, -2.137340784072876, -2.1856606006622314, 4.716990947723389, 5.304677486419678];0.5
117;Good looking shoe;22;1.0;[7.918982982635498, -1.56208074092865, -2.5265512466430664, 4.1299591064453125, 6.076251029968262];0.7
118;have received many compliments on the shoes;23;1.0;[7.308711528778076, -0.9645065665245056, -2.7046825885772705, 4.543323516845703, 6.195919036865234];0.5
118;I have had this style before in a different color and .  ;10;0.6643335658475182;[6.938960075378418, -0.7396037578582764, -0.5309833884239197, 5.30668306350708, 5.794629096984863];0.0
118;They are great walking shoes !  ;22;0.0;[8.4329833984375, -1.2044113874435425, -2.619872808456421, 4.965193748474121, 4.95482063293457];1.0
118;these shoes are one of the best I have found to accommodate them for fit .;11;0.8914808226513704;[8.136405944824219, -1.7120788097381592, -2.33097243309021, 4.928210735321045, 4.95534086227417];0.7
118;I wear orthotics and;9;0.0;[8.157784461975098, -1.4633138179779053, -2.035181760787964, 6.076751708984375, 3.228107213973999];0.0
119;I loved these shoes ... that is until after about an hour of wear , the green inserts on the sole of the right show began falling off .;18;0.0;[7.106691837310791, -0.975430428981781, -2.4990949630737305, 5.133659839630127, 5.622219085693359];0.1964285714285714
119;The wear was in my home , on smooth floors .;6;0.0;[7.868583679199219, -1.6462140083312988, -1.830313801765442, 6.055351257324219, 4.411145210266113];0.4
119;I can only assume they were defective .;6;0.0;[7.139347076416016, -0.6790005564689636, -1.3044146299362183, 5.987530708312988, 4.513546466827393];0.0
120;Great !;14;0.9443899172723947;[5.411160945892334, 0.17009568214416504, 1.171946406364441, 5.9073710441589355, 6.275312423706055];1.0
120;cute;22;0.0;[6.56475830078125, 0.25650355219841003, 0.6669358015060425, 5.618974208831787, 6.384532928466797];0.5
120;Super comfy and !;7;0.4848188928050592;[9.02407169342041, -0.07679053395986557, 0.5435234904289246, 6.750540256500244, 5.355167388916016];0.41666666666666663
120;fit perfect;1;1.0;[6.506856441497803, -1.7182515859603882, 0.9210016131401062, 4.974334716796875, 5.726115703582764];0.7
120;No issues and !;3;0.0;[6.018824100494385, -0.12996099889278412, 0.022063054144382477, 5.982805252075195, 5.144696235656738];0.0
121;Good shoes;22;0.9151374996867679;[8.042099952697754, -1.5538792610168457, -2.4279487133026123, 3.9609038829803467, 6.202820777893066];0.7
122;I returned them ... found a Ryka pair I liked better;26;0.9899627200460135;[5.334465503692627, -1.6586343050003052, -0.44600242376327515, 5.821792125701904, 4.479365825653076];0.55
123;BEST sneakers I 've ever purchased ! ! ! !;9;0.0;[7.686730861663818, -0.9755802154541016, -2.900886058807373, 4.573598861694336, 5.672624588012695];1.0
124;Excellent ... ! ! !;14;1.0;[5.4485578536987305, 0.2109987586736679, 1.1513556241989136, 5.917367458343506, 6.305361270904541];1.0
125;the best sneakers by far !;11;0.0;[7.682338237762451, -1.0520517826080322, -2.9175517559051514, 4.587587356567383, 5.603172302246094];0.5625
125;"I went solely on the reviews by others ... 
";11;0.0;[5.313589572906494, -0.7653790712356567, -0.3528476059436798, 5.853252410888672, 4.987151145935059];0.0
125;I had never owned a pair of Nike sneakers , and;17;1.0;[6.871766567230225, -1.5843502283096313, -2.57560658454895, 4.8176727294921875, 4.8214826583862305];0.0
125;And I absolutely loved them ! !;0;0.5639671127000969;[5.01261043548584, 1.013840913772583, -0.6296802163124084, 4.703394412994385, 6.589624404907227];1.0
126;Love these shoes .;23;1.0;[7.5287604331970215, -1.083242416381836, -2.8464558124542236, 4.438487529754639, 6.13555908203125];0.5
126;I 've been buying Nikes for years now .;17;1.0;[6.899038791656494, -1.558529019355774, -2.618790864944458, 4.795790672302246, 4.843926906585693];0.0
126;I bought this pair for work and everyday wear and another pair for working out and active wear .;15;0.0;[8.029190063476562, -0.4204719066619873, -2.4668946266174316, 5.94153356552124, 4.087268829345703];-0.16666666666666669
126;They also last a long time in my opinion , especially if you take care of them .;2;0.0;[7.575361251831055, -0.31342244148254395, -1.7853786945343018, 5.923252105712891, 4.745455265045166];-0.016666666666666666
127;Right one is slightly tight ..;18;0.0;[7.0933756828308105, -2.064690351486206, -0.48984286189079285, 5.436794757843018, 4.506639003753662];0.05357142857142856
127;hope it will stretch out .. ! !;-1;0.0;[6.881928443908691, -2.105252265930176, -0.2775000333786011, 5.473775863647461, 4.339642524719238];0.0
128;the material is weird .;10;0.5459855921492733;[7.251456260681152, -0.5984586477279663, -0.6243292093276978, 5.414512634277344, 5.47899055480957];-0.5
128;They 're ugly : the toe is rounded and;12;0.0;[7.824573993682861, -2.1574466228485107, -1.36834716796875, 4.9508056640625, 4.5994157791137695];-0.7
128;the Nike Womens Flex Trainer 6 is way better looking and costs about the same .;22;0.0;[7.858590602874756, -1.6865265369415283, -2.486018180847168, 4.7824788093566895, 4.567314147949219];0.25
129;awesome;14;1.0;[5.4926557540893555, 0.2744475305080414, 1.197161316871643, 5.958285808563232, 6.378047943115234];1.0
129;So lightweight and !;8;1.0;[8.14426326751709, 1.0556079149246216, 0.6740549802780151, 5.753696918487549, 5.550097942352295];0.0
130;Luv them ! !;0;1.0;[4.775264263153076, 1.4346362352371216, -0.7883623242378235, 4.801278114318848, 6.602144241333008];0.0
131;Love the color and fit .;1;0.8943582990302024;[7.092050552368164, -1.2362524271011353, 0.7687642574310303, 5.115545272827148, 6.060453414916992];0.45
131;they are very light and comfortable .;3;0.5702749775630428;[8.729610443115234, 0.07316621392965317, -0.3689965307712555, 6.199202537536621, 5.095831394195557];0.46
131;I use them to work on at the gym on the treadmill and;6;0.8661318590056413;[8.437174797058105, -0.3368504047393799, -2.2598202228546143, 6.0949177742004395, 3.614488124847412];0.0
132;not too sure how I like the fit on my foot;12;0.0;[7.396476745605469, -2.5192277431488037, -1.175777554512024, 5.0649518966674805, 4.356731414794922];0.45
132;Bought these shoes with HIIT in mind , but .;9;0.9897892421336469;[8.209136962890625, -1.3610169887542725, -2.7857651710510254, 4.979846954345703, 4.859934329986572];0.0
132;First time to wear them , not great for running .;22;0.0;[8.4146089553833, -0.954613447189331, -2.145411491394043, 5.816232681274414, 3.9769814014434814];-0.07500000000000001
132;Maybe after they 're broken in a little they 'll get better .;20;0.0;[7.25157356262207, -0.4641895890235901, -1.4197173118591309, 5.980874538421631, 4.671124458312988];-0.029166666666666674
132;If you just need a comfortable pair of shoes for walking , they 're fine .;6;0.0;[8.509498596191406, -1.3675299882888794, -2.2923128604888916, 4.976139545440674, 4.313262462615967];0.4083333333333333
133;My daughter loves them .;13;0.9296583745491752;[5.550242900848389, 0.09927790611982346, -3.3174960613250732, 4.970585346221924, 6.152865409851074];0.0
133;Great fit !;1;1.0;[6.745324611663818, -1.3947659730911255, 0.9798625707626343, 4.995443344116211, 6.048654079437256];0.65
134;This is a very attractive shoe .;3;0.0;[7.8689727783203125, -1.5923573970794678, -2.4873650074005127, 4.234155178070068, 5.966064453125];1.0
134;It is true to size and fits as expected .;27;1.0;[5.99704647064209, -2.2586634159088135, 0.6086450815200806, 5.190986633300781, 4.908921241760254];0.12499999999999999
134;Very satisfied with the seller - delivered on time .;5;1.0;[5.406346321105957, -0.48871535062789917, 0.16842235624790192, 5.923728942871094, 5.223433017730713];0.65
135;Fits good , very lightweight .;1;0.0;[7.355900287628174, -1.0961984395980835, 0.7616322636604309, 5.283529758453369, 5.842708587646484];0.44999999999999996
136;Comfortable shoe for both workout sessions and walking .  ;9;0.0;[8.536393165588379, -1.4623059034347534, -2.382866621017456, 4.6864118576049805, 4.352670192718506];0.4
136;too light;8;1.0;[8.127896308898926, 1.1372610330581665, 0.6531012058258057, 5.8424577713012695, 5.5093488693237305];0.4
136;Neither too bulky nor .  ;8;0.935113162190512;[8.276741027832031, 0.8624418377876282, 0.3678830564022064, 5.873021125793457, 5.294915199279785];0.0
136;This is my second pair because they fit and have no neon or pink colors , just nice basic B&W.;16;1.0;[6.772763252258301, -0.6637047529220581, -2.3037588596343994, 5.3975043296813965, 5.631744861602783];0.18
137;Nice;14;1.0;[5.537660598754883, 0.30896440148353577, 1.1838910579681396, 5.943348407745361, 6.425268650054932];0.6
138;These are the best shoes I have ever use for my workouts ! ! !;9;1.0;[8.232743263244629, -1.272213339805603, -2.9764153957366943, 4.969014644622803, 4.8120832443237305];1.0
138;buy them in bulk;17;0.0;[6.098184585571289, -1.9842731952667236, -0.5005423426628113, 5.167593955993652, 4.171351432800293];0.0
138;I love them and ! ! !;0;1.0;[4.934556007385254, 1.3943465948104858, -0.7641361951828003, 4.935755729675293, 6.487870216369629];0.9765625
138;LOL;14;0.6055536925185395;[5.606980800628662, 0.37250593304634094, 0.9625588655471802, 5.990716934204102, 6.378949165344238];0.8
139;I love these shoes .  ;25;0.0;[6.921902179718018, -0.7142686247825623, -2.9108190536499023, 4.856972694396973, 6.12664794921875];0.5
139;they look really nice on .  ;22;0.0;[7.641005992889404, -1.0452204942703247, -2.3856968879699707, 4.256720542907715, 6.339192867279053];0.6
139;They fit as expected and;1;1.0;[6.175100803375244, -1.8961421251296997, 0.6493406295776367, 4.7313008308410645, 5.492798328399658];0.15000000000000002
139;These shoes have a narrow base which I really like .  ;12;0.8186240787194391;[7.1709394454956055, -2.5669972896575928, -0.9094651937484741, 5.128362655639648, 4.0995564460754395];-0.26666666666666666
139;I do n't like the ones that make your foot look wide .;12;0.9845919710977791;[7.201389312744141, -2.5006473064422607, -0.9317271113395691, 5.232172012329102, 4.049749851226807];-0.1
140;Love this product .  ;5;0.6886681075773433;[5.666812419891357, 0.07635510712862015, -0.3451197147369385, 5.736189842224121, 5.392262935638428];0.5
140;Great fit .;1;1.0;[6.681087017059326, -1.4072357416152954, 0.9799157381057739, 4.978527545928955, 6.017318248748779];0.6000000000000001
141;Very low cut heel so if you training and pushing sleds - I ran right out of shoes !;18;0.0;[8.322824478149414, -1.4511345624923706, -2.5803146362304688, 5.187559604644775, 3.943817138671875];0.17857142857142855
141;Although the traction on toe and heel are great;12;0.0;[8.291054725646973, -1.9791876077651978, -1.5890799760818481, 5.350478172302246, 4.580685615539551];0.8
142;Just what I needed for Group Fight class .;6;1.0;[9.072060585021973, -0.47943755984306335, -2.2136261463165283, 5.741567134857178, 3.590588331222534];0.0
142;Quick movements and footwork are so easy in these sneakers .;22;0.0;[8.511134147644043, -1.8397586345672607, -2.5574049949645996, 5.023507595062256, 4.840074062347412];0.3833333333333333
142;Love them .;0;1.0;[5.055665493011475, 1.1925866603851318, -0.7285304665565491, 5.044539451599121, 6.268821716308594];0.5
143;Love !;0;1.0;[4.6539082527160645, 1.5206317901611328, -0.7127995491027832, 4.74507999420166, 6.7791900634765625];0.625
143;Great price too .;5;0.7301999419317488;[5.658919811248779, -0.2508951425552368, -0.19950367510318756, 5.678724765777588, 5.340526580810547];0.8
144;It 's been a long time since I 've worked a cross training shoe .;9;0.8219277198834817;[8.474916458129883, -1.236761450767517, -2.7831571102142334, 5.165838241577148, 4.04503059387207];-0.025
144;minimally passed compared to running shoes;6;0.0;[8.555987358093262, -1.3209868669509888, -2.3618013858795166, 5.26876163482666, 4.12074613571167];-0.1
144;This shoe is very light and .;8;0.0;[8.326733589172363, -1.889994740486145, -1.8609338998794556, 4.515767574310303, 4.960092544555664];0.52
144;"That 's not meant to be a knock , just a fact . 

";12;0.0;[5.982403755187988, -0.959602952003479, -0.0723871961236, 5.619035243988037, 5.183372974395752];0.0
144;I ordered the shoes half a size up because as a former runner , I 'm used to my feet needing room to spread and swell .;2;0.0;[6.569435119628906, -2.6429696083068848, -0.9153048396110535, 5.461252212524414, 3.8882718086242676];-0.08333333333333333
144;I wish I had n't because they feel a little roomy .;2;0.0;[8.292078971862793, -0.7145748138427734, -0.6560988426208496, 6.226356029510498, 4.864506244659424];-0.1875
144;"I have orthotics , so I think I can remedy the issue once I swap those in . 

";4;0.7106996458470374;[7.868399620056152, -1.7840499877929688, -1.8838001489639282, 6.012209892272949, 3.659670114517212];0.0
144;Otherwise , very good shoes;22;0.0;[8.010954856872559, -1.8466607332229614, -1.7657501697540283, 4.791605472564697, 5.457830429077148];0.9099999999999999
145;Good indoor training shoes for running on treadmill , doing lunges and regular exercises at the gym .;6;0.0;[8.542200088500977, -1.3128708600997925, -2.5014524459838867, 4.737118721008301, 4.265650749206543];0.35
145;These are very flexible , light weight and comfortable .;3;0.5702749775630428;[8.736642837524414, 0.08648932725191116, -0.5288974046707153, 6.1692728996276855, 4.98936653137207];0.3333333333333333
145;so I slipped a little when I worked on cable machines , resistance band , etc . on un - carpeted floor;4;1.0;[7.9902729988098145, -1.9910407066345215, -1.9136182069778442, 6.334736347198486, 3.7664456367492676];-0.1875
145;Grip is okay - sticky rubber is used only at the edges of heel and toe areas .  ;20;0.0;[8.422645568847656, -1.9338914155960083, -1.540318489074707, 5.343125343322754, 4.406700134277344];0.25
145;I would not recommend them because mine ( cushion ) lasted only for six months and this is the reason I gave three stars .;24;0.0;[8.026500701904297, -0.47110602259635925, -1.8449630737304688, 5.918317794799805, 4.352549076080322];0.0
145;I would emphasize that if you do lifting as a part of your everyday routine workout;15;0.7945995663586917;[8.491745948791504, -0.6023555397987366, -2.5402963161468506, 6.147471904754639, 2.918354034423828];-0.2
145;Other than that , I liked them !;0;0.5528967643028334;[5.059024810791016, 0.926871120929718, -0.624004602432251, 4.681553363800049, 6.54839563369751];0.3125
146;Perf .;-1;0.0;[6.5419182777404785, -1.126798152923584, 0.9375356435775757, 5.4031572341918945, 5.579833507537842];0.0
147;Best shoes ever ! ! !;14;0.0;[7.7724690437316895, -1.0031062364578247, -2.8955135345458984, 4.549248695373535, 5.615995407104492];1.0
148;Fit good;1;1.0;[6.493788719177246, -1.709647297859192, 0.8633124232292175, 5.025145530700684, 5.659986972808838];0.55
149;they are perfect and very cute .;0;0.46521673638018907;[5.602447032928467, 0.5415727496147156, -0.23584899306297302, 4.922852516174316, 6.462431907653809];0.825
149;I use these for my Cardio Dance class and;6;0.8661318590056413;[8.433067321777344, -0.3161590099334717, -2.3617911338806152, 5.99505090713501, 3.658018112182617];0.0
149;I would definitely recommend .;24;1.0;[4.800154685974121, 0.37003421783447266, -0.627776026725769, 5.995412826538086, 5.522317886352539];0.0
149;They also cam earlier than expected ! !;5;0.5979706691652263;[5.688815593719482, -0.6805408596992493, 0.44305455684661865, 5.574727535247803, 5.443109512329102];-0.078125
150;I love these shoes so much that   I reordered another pair online .;16;0.9224396271429973;[6.826749801635742, -0.8323612809181213, -2.512927293777466, 5.181635856628418, 5.597353935241699];0.35
150;It 's hard to find shoes that fit my really wide feet !;12;0.8799628580903517;[7.102530002593994, -2.652988910675049, -1.074008822441101, 5.37791109085083, 3.7507944107055664];-0.005555555555555554
150;feel like another layer of skin , not bulky or tight at all;7;0.721201644459993;[9.281832695007324, -0.12686051428318024, 0.38237595558166504, 7.187634468078613, 4.991855144500732];-0.17857142857142858
150;The heel back is my favorite part on them , they 're thin and .  ;0;0.0;[7.604659080505371, -2.450366258621216, -1.4026607275009155, 5.0973801612854, 4.182042598724365];0.033333333333333326
150;I walked all over Europe in these !;-1;0.0;[8.09441089630127, -0.9428961873054504, -2.800825595855713, 5.279289245605469, 4.9867963790893555];0.0
151;Love these sneakers .;22;0.0;[7.55300235748291, -1.1151295900344849, -2.868342876434326, 4.491331577301025, 6.043839931488037];0.5
151;comfortable;18;1.0;[9.726517677307129, -0.5370570421218872, 1.389633297920227, 7.871413230895996, 4.89957332611084];0.4
151;Light weight and even without socks .;8;0.0;[8.462965965270996, -2.110241413116455, -1.8548310995101929, 5.777957916259766, 4.262894630432129];0.4
152;Nice product;5;0.725713558812073;[5.762234687805176, -0.05693268030881882, -0.3172348439693451, 5.658362865447998, 5.407379627227783];0.6
153;I feel like this pair of shoes was made for my feet .;12;0.0;[8.190954208374023, -2.1895880699157715, -2.3090806007385254, 5.413450717926025, 4.840383052825928];0.0
